Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated "
06/27/2021,06/28/2021,Rockaway,RK,193.00,133199.66,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539
06/27/2021,06/28/2021,Tallman Island,TI,476.00,200098.76,Concentration below Method Limit of Quantification (above Method Limit of Detection),449907
06/27/2021,06/28/2021,Wards Island,WI,2389.00,1460302.98,,1201485
06/29/2021,06/30/2021,26th Ward,26W,385.00,251013.99,Concentration below Method Limit of Quantification (above Method Limit of Detection),290608
06/29/2021,06/30/2021,Bowery Bay,BB,928.00,341975.64,,924695
06/29/2021,06/30/2021,Coney Island,CI,1696.00,649336.78,This sample was analyzed in duplicate. The higher of the 2 results is reported,682342
06/29/2021,06/30/2021,Hunts Point,HP,741.00,523137.32,,755948
06/29/2021,06/30/2021,Jamaica Bay,JA,1614.00,595622.79,,748737
06/29/2021,06/30/2021,Newtown Creek,NC,1028.00,625667.35,,1156473
06/29/2021,06/30/2021,North River,NR,190.00,120960.55,Concentration below Method Limit of Quantification (above Method Limit of Detection),658596
06/29/2021,06/30/2021,Oakwood Beach,OB,11096.00,4091123.68,,258731
06/29/2021,06/30/2021,Owls Head,OH,5794.00,2056816.17,,906442
06/29/2021,06/30/2021,Port Richmond,PR,1926.00,773758.38,,226167
06/29/2021,06/30/2021,Red Hook,RH,523.00,265250.89,Concentration below Method Limit of Quantification (above Method Limit of Detection),224029
06/29/2021,06/30/2021,Rockaway,RK,417.00,261759.12,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539
06/29/2021,06/30/2021,Tallman Island,TI,2444.00,1028081.20,,449907
06/29/2021,06/30/2021,Wards Island,WI,1285.00,1036462.95,,1201485
07/06/2021,07/07/2021,26th Ward,26W,762.00,724757.51,,290608
07/06/2021,07/07/2021,Bowery Bay,BB,1935.00,1132805.03,,924695
07/06/2021,07/07/2021,Coney Island,CI,1558.00,864522.97,,682342
07/06/2021,07/07/2021,Hunts Point,HP,1106.00,891681.51,,755948
07/06/2021,07/07/2021,Jamaica Bay,JA,811.00,373219.54,,748737
07/06/2021,07/07/2021,Newtown Creek,NC,922.00,748410.44,,1156473
07/06/2021,07/07/2021,North River,NR,635.00,481641.95,,658596
07/06/2021,07/07/2021,Oakwood Beach,OB,20572.00,12400356.06,This sample was analyzed in duplicate. The higher of the 2 results is reported,258731
07/06/2021,07/07/2021,Owls Head,OH,7001.00,3186701.79,,906442
07/06/2021,07/07/2021,Port Richmond,PR,1402.00,1126684.53,,226167
07/06/2021,07/07/2021,Red Hook,RH,914.00,540484.87,,224029
07/06/2021,07/07/2021,Rockaway,RK,674.00,444175.81,,120539
07/06/2021,07/07/2021,Tallman Island,TI,1084.00,665682.85,,449907
07/06/2021,07/07/2021,Wards Island,WI,2909.00,2263726.94,,1201485
07/11/2021,07/12/2021,26th Ward,26W,1336.00,1061573.34,,290608
07/11/2021,07/12/2021,Bowery Bay,BB,2351.00,1260676.86,,924695
07/11/2021,07/12/2021,Coney Island,CI,1145.00,520774.41,,682342
07/11/2021,07/12/2021,Hunts Point,HP,1092.00,907495.63,This sample was analyzed in duplicate. The higher of the 2 results is reported,755948
07/11/2021,07/12/2021,Jamaica Bay,JA,2840.00,1220652.96,,748737
07/11/2021,07/12/2021,Newtown Creek,NC,1091.00,917508.04,,1156473
07/11/2021,07/12/2021,North River,NR,1820.00,1516679.38,,658596
07/11/2021,07/12/2021,Oakwood Beach,OB,12364.00,6023852.74,,258731
07/11/2021,07/12/2021,Owls Head,OH,798.00,343197.12,,906442
07/11/2021,07/12/2021,Port Richmond,PR,444.00,631622.17,Concentration below Method Limit of Quantification (above Method Limit of Detection),226167
07/11/2021,07/12/2021,Red Hook,RH,5596.00,3687519.19,,224029
07/11/2021,07/12/2021,Rockaway,RK,472.00,355999.03,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539
07/11/2021,07/12/2021,Tallman Island,TI,1198.00,685447.16,,449907
07/11/2021,07/12/2021,Wards Island,WI,3383.00,2674914.09,,1201485
07/13/2021,07/14/2021,26th Ward,26W,2075.00,1351329.26,,290608
07/13/2021,07/14/2021,Bowery Bay,BB,3403.00,1323295.84,,924695
07/13/2021,07/14/2021,Coney Island,CI,2176.00,929640.24,,682342
07/13/2021,07/14/2021,Hunts Point,HP,2414.00,1535266.43,,755948
07/13/2021,07/14/2021,Jamaica Bay,JA,3242.00,1262237.13,,748737
07/13/2021,07/14/2021,Newtown Creek,NC,2032.00,1330265.83,,1156473
07/13/2021,07/14/2021,North River,NR,,,No signal detected; possible analytical issue,658596
07/13/2021,07/14/2021,Oakwood Beach,OB,1217.00,566042.53,,258731
07/13/2021,07/14/2021,Owls Head,OH,11094.00,3799026.83,,906442
07/13/2021,07/14/2021,Port Richmond,PR,1745.00,993094.10,,226167
07/13/2021,07/14/2021,Red Hook,RH,3784.00,1534655.85,This sample was analyzed in duplicate. The higher of the 2 results is reported,224029
07/13/2021,07/14/2021,Rockaway,RK,483.00,318764.87,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539
07/13/2021,07/14/2021,Tallman Island,TI,1743.00,850360.95,,449907
07/13/2021,07/14/2021,Wards Island,WI,2319.00,1417692.73,,1201485
07/18/2021,07/19/2021,26th Ward,26W,2351.00,2051406.22,,290608
07/18/2021,07/19/2021,Bowery Bay,BB,3540.00,1477964.55,,924695
07/18/2021,07/19/2021,Coney Island,CI,2353.00,992079.77,,682342
07/18/2021,07/19/2021,Hunts Point,HP,2108.00,1372180.15,,755948
07/18/2021,07/19/2021,Jamaica Bay,JA,2593.00,1022654.13,,748737
07/18/2021,07/19/2021,Newtown Creek,NC,3498.00,2141351.92,,1156473
07/18/2021,07/19/2021,North River,NR,2136.00,1276992.93,,658596
07/18/2021,07/19/2021,Oakwood Beach,OB,764.00,356581.16,,258731
07/18/2021,07/19/2021,Owls Head,OH,6153.00,2107146.89,This sample was analyzed in duplicate. The higher of the 2 results is reported,906442
07/18/2021,07/19/2021,Port Richmond,PR,3501.00,2109685.80,,226167
07/18/2021,07/19/2021,Red Hook,RH,1323.00,536483.95,,224029
07/18/2021,07/19/2021,Rockaway,RK,6036.00,3980496.69,,120539
07/18/2021,07/19/2021,Tallman Island,TI,1440.00,702922.27,,449907
07/18/2021,07/19/2021,Wards Island,WI,2542.00,1786218.47,,1201485
07/20/2021,07/21/2021,26th Ward,26W,2217.00,1443998.42,,290608
07/20/2021,,Bowery Bay,BB,,,No sample delivery due to logistical issue,924695
07/20/2021,,Coney Island,CI,,,No sample delivery due to logistical issue,682342
07/20/2021,,Hunts Point,HP,,,No sample delivery due to logistical issue,755948
07/20/2021,07/21/2021,Jamaica Bay,JA,8837.00,3395568.14,,748737
07/20/2021,07/21/2021,Newtown Creek,NC,6189.00,5186455.14,,1156473
07/20/2021,,North River,NR,,,No sample delivery due to logistical issue,658596
07/20/2021,,Oakwood Beach,OB,,,No sample delivery due to logistical issue,258731
07/20/2021,,Owls Head,OH,,,No sample delivery due to logistical issue,906442
07/20/2021,,Port Richmond,PR,,,No sample delivery due to logistical issue,226167
07/20/2021,07/21/2021,Red Hook,RH,4792.00,1700439.89,"No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells",224029
07/20/2021,,Rockaway,RK,,,No sample delivery due to logistical issue,120539
07/20/2021,,Tallman Island,TI,,,No sample delivery due to logistical issue,449907
07/20/2021,,Wards Island,WI,,,No sample delivery due to logistical issue,1201485
07/25/2021,07/26/2021,26th Ward,26W,7658.00,6284181.21,,290608
07/25/2021,07/26/2021,Bowery Bay,BB,4298.00,2709276.75,,924695
07/25/2021,07/26/2021,Coney Island,CI,3097.00,1666356.68,This sample was analyzed in duplicate. The higher of the 2 results is reported,682342
07/25/2021,07/26/2021,Hunts Point,HP,4194.00,3255593.41,,755948
07/25/2021,07/26/2021,Jamaica Bay,JA,4586.00,2133262.98,,748737
07/25/2021,07/26/2021,Newtown Creek,NC,10115.00,7018719.47,,1156473
07/25/2021,07/26/2021,North River,NR,4184.00,3174368.96,,658596
07/25/2021,07/26/2021,Oakwood Beach,OB,3356.00,1477868.37,,258731
07/25/2021,07/26/2021,Owls Head,OH,6437.00,2338675.13,,906442
07/25/2021,07/26/2021,Port Richmond,PR,2524.00,1267317.46,,226167
07/25/2021,07/26/2021,Red Hook,RH,1466.00,668680.24,,224029
07/25/2021,07/26/2021,Rockaway,RK,2006.00,1512011.61,,120539
07/25/2021,07/26/2021,Tallman Island,TI,7534.00,4817807.78,,449907
07/25/2021,07/26/2021,Wards Island,WI,2575.00,1574158.96,,1201485
07/27/2021,07/28/2021,26th Ward,26W,,,Analytical issue,290608
07/27/2021,07/28/2021,Bowery Bay,BB,,,Analytical issue,924695
07/27/2021,07/28/2021,Coney Island,CI,,,Analytical issue,682342
07/27/2021,07/28/2021,Hunts Point,HP,,,Analytical issue,755948
07/27/2021,07/28/2021,Jamaica Bay,JA,,,Analytical issue,748737
07/27/2021,08/02/2021,Newtown Creek,NC,6549.00,4287415.96,"Original RT-qPCR (7/28/2021) failed, RT-qPCR repeated",1156473
07/27/2021,07/28/2021,North River,NR,,,Analytical issue,658596
07/27/2021,08/02/2021,Oakwood Beach,OB,4596.00,1956698.56,"Original RT-qPCR (7/28/2021) failed, RT-qPCR repeated",258731
07/27/2021,07/28/2021,Owls Head,OH,,,Analytical issue,906442
07/27/2021,07/28/2021,Port Richmond,PR,,,Analytical issue,226167
07/27/2021,07/28/2021,Red Hook,RH,,,Analytical issue,224029
07/27/2021,07/28/2021,Rockaway,RK,,,Analytical issue,120539
07/27/2021,07/28/2021,Tallman Island,TI,,,Analytical issue,449907
07/27/2021,08/02/2021,Wards Island,WI,2738.00,1966957.86,"Original RT-qPCR (7/28/2021) failed, RT-qPCR repeated",1201485
08/01/2021,08/02/2021,26th Ward,26W,5241.00,3550096.03,,290608
08/01/2021,08/02/2021,Bowery Bay,BB,10955.00,4708970.26,,924695
08/01/2021,08/02/2021,Coney Island,CI,5723.00,2508113.78,This sample was analyzed in duplicate. The higher of the 2 results is reported,682342
08/01/2021,08/02/2021,Hunts Point,HP,4001.00,2484200.87,,755948
08/01/2021,08/02/2021,Jamaica Bay,JA,22612.00,8688220.17,,748737
08/01/2021,08/02/2021,Newtown Creek,NC,7232.00,4544973.22,,1156473
08/01/2021,08/02/2021,North River,NR,4329.00,2512982.81,,658596
08/01/2021,08/02/2021,Oakwood Beach,OB,9591.00,4013255.27,,258731
08/01/2021,08/02/2021,Owls Head,OH,8982.00,3563557.58,,906442
08/01/2021,08/02/2021,Port Richmond,PR,7465.00,3623264.71,,226167
08/01/2021,08/02/2021,Red Hook,RH,4905.00,2072116.49,,224029
08/01/2021,08/02/2021,Rockaway,RK,1718.00,1186742.97,,120539
08/01/2021,08/02/2021,Tallman Island,TI,4968.00,2299150.75,,449907
08/01/2021,08/02/2021,Wards Island,WI,4387.00,2515450.22,,1201485
08/03/2021,08/04/2021,26th Ward,26W,8441.00,5057837.88,,290608
08/03/2021,08/04/2021,Bowery Bay,BB,7739.00,2661355.82,,924695
08/03/2021,08/04/2021,Coney Island,CI,7278.00,3028148.19,,682342
08/03/2021,08/04/2021,Hunts Point,HP,7147.00,4187306.63,,755948
08/03/2021,08/04/2021,Jamaica Bay,JA,13353.00,4928153.05,,748737
08/03/2021,08/04/2021,Newtown Creek,NC,8656.00,4958311.07,,1156473
08/03/2021,08/04/2021,North River,NR,2687.00,1513263.15,,658596
08/03/2021,08/04/2021,Oakwood Beach,OB,6377.00,2612474.67,,258731
08/03/2021,08/04/2021,Owls Head,OH,24263.00,8308661.32,,906442
08/03/2021,08/04/2021,Port Richmond,PR,8895.00,3572997.50,,226167
08/03/2021,08/04/2021,Red Hook,RH,6306.00,2344220.53,,224029
08/03/2021,08/04/2021,Rockaway,RK,11166.00,7012896.91,This sample was analyzed in duplicate. The higher of the 2 results is reported,120539
08/03/2021,08/04/2021,Tallman Island,TI,4676.00,2085151.79,,449907
08/03/2021,08/04/2021,Wards Island,WI,7767.00,4258016.39,,1201485
08/08/2021,08/09/2021,26th Ward,26W,10497.00,9024619.98,,290608
08/08/2021,08/09/2021,Bowery Bay,BB,12590.00,7009414.00,,924695
08/08/2021,08/09/2021,Coney Island,CI,15368.00,6991092.86,,682342
08/08/2021,08/09/2021,Hunts Point,HP,10258.00,7088452.29,,755948
08/08/2021,08/09/2021,Jamaica Bay,JA,11013.00,5122291.62,,748737
08/08/2021,08/09/2021,Newtown Creek,NC,9206.00,6900351.06,,1156473
08/08/2021,08/09/2021,North River,NR,18971.00,11339972.86,,658596
08/08/2021,08/09/2021,Oakwood Beach,OB,14367.00,5864390.20,,258731
08/08/2021,08/09/2021,Owls Head,OH,51863.00,23824662.90,,906442
08/08/2021,08/09/2021,Port Richmond,PR,10123.00,4744227.27,,226167
08/08/2021,08/09/2021,Red Hook,RH,14376.00,5829928.50,,224029
08/08/2021,08/09/2021,Rockaway,RK,3884.00,2805114.81,,120539
08/08/2021,08/09/2021,Tallman Island,TI,6545.00,4019977.74,This sample was analyzed in duplicate. The higher of the 2 results is reported,449907
08/08/2021,08/09/2021,Wards Island,WI,11793.00,7505554.71,,1201485
08/10/2021,08/11/2021,26th Ward,26W,17296.00,17798106.15,,290608
08/10/2021,08/11/2021,Bowery Bay,BB,18399.00,9942090.31,,924695
08/10/2021,08/11/2021,Coney Island,CI,20209.00,7847897.41,,682342
08/10/2021,08/11/2021,Hunts Point,HP,26519.00,19122524.68,This sample was analyzed in duplicate. The higher of the 2 results is reported,755948
08/10/2021,08/11/2021,Jamaica Bay,JA,32043.00,14418144.31,,748737
08/10/2021,08/11/2021,Newtown Creek,NC,7808.00,6465716.69,,1156473
08/10/2021,08/11/2021,North River,NR,7424.00,5845892.37,,658596
08/10/2021,08/11/2021,Oakwood Beach,OB,16392.00,7482614.44,,258731
08/10/2021,08/11/2021,Owls Head,OH,26450.00,12481704.73,,906442
08/10/2021,08/11/2021,Port Richmond,PR,21590.00,13731275.10,,226167
08/10/2021,08/11/2021,Red Hook,RH,4184.00,2757270.03,,224029
08/10/2021,08/11/2021,Rockaway,RK,9473.00,6247583.56,,120539
08/10/2021,08/11/2021,Tallman Island,TI,11213.00,6415312.69,,449907
08/10/2021,08/11/2021,Wards Island,WI,12465.00,8914665.75,,1201485
08/15/2021,08/16/2021,26th Ward,26W,7573.00,5129610.49,,290608
08/15/2021,08/16/2021,Bowery Bay,BB,16723.00,6024370.67,,924695
08/15/2021,08/16/2021,Coney Island,CI,10774.00,4243807.94,,682342
08/15/2021,08/16/2021,Hunts Point,HP,5386.00,3506433.52,,755948
08/15/2021,08/16/2021,Jamaica Bay,JA,12665.00,4738336.70,,748737
08/15/2021,08/16/2021,Newtown Creek,NC,5463.00,3057513.83,,1156473
08/15/2021,08/16/2021,North River,NR,6531.00,3716430.56,This sample was analyzed in duplicate. The higher of the 2 results is reported,658596
08/15/2021,08/16/2021,Oakwood Beach,OB,6563.00,2544672.84,,258731
08/15/2021,08/16/2021,Owls Head,OH,9077.00,3184067.94,,906442
08/15/2021,08/16/2021,Port Richmond,PR,5365.00,2244824.26,,226167
08/15/2021,08/16/2021,Red Hook,RH,6511.00,2420398.17,,224029
08/15/2021,08/16/2021,Rockaway,RK,3472.00,2399046.49,,120539
08/15/2021,08/16/2021,Tallman Island,TI,3862.00,1657078.35,,449907
08/15/2021,08/16/2021,Wards Island,WI,4265.00,3332773.79,,1201485
08/17/2021,08/18/2021,26th Ward,26W,11447.00,7007782.60,,290608
08/17/2021,,Bowery Bay,BB,,,No sample delivery due to logistical issue,924695
08/17/2021,08/18/2021,Coney Island,CI,5362.00,2082192.74,,682342
08/17/2021,,Hunts Point,HP,,,No sample delivery due to logistical issue,755948
08/17/2021,08/18/2021,Jamaica Bay,JA,13556.00,4866051.63,,748737
08/17/2021,08/18/2021,Newtown Creek,NC,7752.00,4567138.45,This sample was analyzed in duplicate. The higher of the 2 results is reported,1156473
08/17/2021,,North River,NR,,,No sample delivery due to logistical issue,658596
08/17/2021,08/18/2021,Oakwood Beach,OB,3140.00,1212774.97,,258731
08/17/2021,08/18/2021,Owls Head,OH,8878.00,3225568.65,,906442
08/17/2021,08/18/2021,Port Richmond,PR,7515.00,3018588.63,,226167
08/17/2021,08/18/2021,Red Hook,RH,3137.00,1219020.59,,224029
08/17/2021,08/18/2021,Rockaway,RK,5058.00,3177035.41,,120539
08/17/2021,,Tallman Island,TI,,,No sample delivery due to logistical issue,449907
08/17/2021,,Wards Island,WI,,,No sample delivery due to logistical issue,1201485
08/22/2021,08/23/2021,26th Ward,26W,7229.00,11769797.14,,290608
08/22/2021,08/23/2021,Bowery Bay,BB,1212.00,1225667.18,,924695
08/22/2021,08/23/2021,Coney Island,CI,494.00,537308.40,Concentration below Method Limit of Quantification (above Method Limit of Detection) - This sample was analyzed in duplicate. The higher of the 2 results is reported,682342
08/22/2021,08/23/2021,Hunts Point,HP,1400.00,2319722.16,,755948
08/22/2021,08/23/2021,Jamaica Bay,JA,8003.00,5785664.46,,748737
08/22/2021,08/23/2021,Newtown Creek,NC,1087.00,1821060.92,,1156473
08/22/2021,08/23/2021,North River,NR,1520.00,2298301.31,,658596
08/22/2021,08/23/2021,Oakwood Beach,OB,2082.00,1773211.42,,258731
08/22/2021,08/23/2021,Owls Head,OH,2296.00,1802763.34,,906442
08/22/2021,08/23/2021,Port Richmond,PR,893.00,1419495.39,,226167
08/22/2021,08/23/2021,Red Hook,RH,683.00,1014864.66,,224029
08/22/2021,08/23/2021,Rockaway,RK,412.00,452972.40,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539
08/22/2021,08/23/2021,Tallman Island,TI,1506.00,1431995.98,,449907
08/22/2021,08/23/2021,Wards Island,WI,1905.00,2562845.88,,1201485
08/24/2021,08/25/2021,26th Ward,26W,7656.00,5783886.28,,290608
08/24/2021,08/25/2021,Bowery Bay,BB,5450.00,2409645.21,This sample was analyzed in duplicate. The higher of the 2 results is reported,924695
08/24/2021,08/25/2021,Coney Island,CI,10019.00,5780544.57,,682342
08/24/2021,08/25/2021,Hunts Point,HP,7976.00,5711623.74,,755948
08/24/2021,08/25/2021,Jamaica Bay,JA,11814.00,5017359.76,,748737
08/24/2021,08/25/2021,Newtown Creek,NC,6328.00,4204736.14,,1156473
08/24/2021,08/25/2021,North River,NR,3006.00,2004452.95,,658596
08/24/2021,08/25/2021,Oakwood Beach,OB,1636.00,945296.36,,258731
08/24/2021,08/25/2021,Owls Head,OH,8708.00,3382015.10,,906442
08/24/2021,08/25/2021,Port Richmond,PR,7672.00,5264680.77,,226167
08/24/2021,08/25/2021,Red Hook,RH,3883.00,2033785.27,,224029
08/24/2021,08/25/2021,Rockaway,RK,14610.00,12847141.12,,120539
08/24/2021,08/25/2021,Tallman Island,TI,2542.00,1625695.47,,449907
08/24/2021,08/25/2021,Wards Island,WI,7781.00,5491483.19,,1201485
08/29/2021,08/30/2021,26th Ward,26W,,,"Concentration below Method Limit of Detection - No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells",290608
08/29/2021,08/30/2021,Bowery Bay,BB,,,Concentration below Method Limit of Detection,924695
08/29/2021,08/30/2021,Coney Island,CI,2222.00,1059914.29,,682342
08/29/2021,08/30/2021,Hunts Point,HP,,,"Concentration below Method Limit of Detection - No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells",755948
08/29/2021,08/30/2021,Jamaica Bay,JA,7640.00,3128579.04,,748737
08/29/2021,08/30/2021,Newtown Creek,NC,2489.00,1474362.32,,1156473
08/29/2021,08/30/2021,North River,NR,2852.00,1901282.26,,658596
08/29/2021,08/30/2021,Oakwood Beach,OB,3726.00,1924155.85,,258731
08/29/2021,08/30/2021,Owls Head,OH,496.00,198788.66,Concentration below Method Limit of Quantification (above Method Limit of Detection),906442
08/29/2021,08/30/2021,Port Richmond,PR,1922.00,997465.87,,226167
08/29/2021,08/30/2021,Red Hook,RH,1184.00,539949.66,,224029
08/29/2021,08/30/2021,Rockaway,RK,412.00,323652.19,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539
08/29/2021,08/30/2021,Tallman Island,TI,4044.00,1667065.98,This sample was analyzed in duplicate. The higher of the 2 results is reported,449907
08/29/2021,08/30/2021,Wards Island,WI,5798.00,3525848.10,,1201485
08/31/2021,09/01/2021,26th Ward,26W,3456.00,2385985.12,,290608
08/31/2021,09/01/2021,Bowery Bay,BB,4842.00,1823600.69,,924695
08/31/2021,09/01/2021,Coney Island,CI,4425.00,2037377.21,,682342
08/31/2021,09/01/2021,Hunts Point,HP,2810.00,1604126.38,This sample was analyzed in duplicate. The higher of the 2 results is reported,755948
08/31/2021,09/01/2021,Jamaica Bay,JA,8022.00,3163600.66,,748737
08/31/2021,09/01/2021,Newtown Creek,NC,2314.00,1423955.49,,1156473
08/31/2021,09/01/2021,North River,NR,1793.00,1247271.47,,658596
08/31/2021,09/01/2021,Oakwood Beach,OB,7090.00,3153618.49,,258731
